"Naziv isplatitelja";"Datum";"Primatelj";"OIB";"Mjesto";"Proračunski korisnik";"Valuta";"Iznos na poziciji";"Pozicija";"Organizacijska klasifikacija";"Programska klasifikacija";"Izvor financiranja";"Ekonomska klasifikacija";"Funkcijska klasifikacija";"Broj računa";"Opis";"Datum računa";"Datum dospijeća";"IBAN";"Poziv na broj"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"2137.80";"R0366-7 Energija";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400008 Održavanje igrališta";"4.6.001    4. KOMUNALNA NAKNADA";"322310 Električna energija";"0810 Službe rekreacije i sporta";"2301036216-251120-7";"EL. ENERGIJA 11/2025 -ID 2496 25/0004531";"2025-11-30T00:00:00.000Z";"2025-12-20T00:00:00.000Z";"HR4323900011500128056";"HR01 2301036216-251120-7"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"12.19";"R0350-83 Energija";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400020 Održavanje ostale komunalne infrastrukture";"4.6.001    4. KOMUNALNA NAKNADA";"322310 Električna energija";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"2301035785-251120-1";"EL. ENERGIJA 11/2025 -ID 2497 25/0004528";"2025-11-30T00:00:00.000Z";"2025-12-20T00:00:00.000Z";"HR4323900011500128056";"HR01 2301035785-251120-1"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"12.20";"R0350-83 Energija";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400020 Održavanje ostale komunalne infrastrukture";"4.6.001    4. KOMUNALNA NAKNADA";"322310 Električna energija";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"2301011475-251120-9";"EL. ENERGIJA 11/2025 -ID 2502 25/0004526";"2025-11-30T00:00:00.000Z";"2025-12-20T00:00:00.000Z";"HR4323900011500128056";"HR01 2301011475-251120-9"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"5291.15";"R0366-7 Energija";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400008 Održavanje igrališta";"4.6.001    4. KOMUNALNA NAKNADA";"322310 Električna energija";"0810 Službe rekreacije i sporta";"2300183272-251120-3";"EL. ENERGIJA 11/2025 -ID 2488 25/0004530";"2025-11-30T00:00:00.000Z";"2025-12-20T00:00:00.000Z";"HR4323900011500128056";"HR01 2300183272-251120-3"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"26.91";"R0359 Troškovi priključaka poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322310 Električna energija";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"2300088971-251120-9";"EL. ENERGIJA 11/2025 -ID 2499 25/0004527";"2025-11-30T00:00:00.000Z";"2025-12-20T00:00:00.000Z";"HR4323900011500128056";"HR01 2300088971-251120-9"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"0.16";"R0220 Zatezne kamate";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200001 Zajednički troškovi upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"343330 Zatezne kamate iz poslovnih odnosa";"0112 Financijski i fiskalni poslovi";"2301013786-251120-6";"EL. ENERGIJA 11/2025,002301013786, NOG.IGR. VINEŽPRATE. O 25/0004533";"2025-11-30T00:00:00.000Z";"2025-12-19T00:00:00.000Z";"HR4323900011500128056";"HR01 2301013786-251120-6"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"700.67";"R0366-7 Energija";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400008 Održavanje igrališta";"4.6.001    4. KOMUNALNA NAKNADA";"322310 Električna energija";"0810 Službe rekreacije i sporta";"2301013786-251120-6";"EL. ENERGIJA 11/2025,002301013786, NOG.IGR. VINEŽPRATE. O 25/0004533";"2025-11-30T00:00:00.000Z";"2025-12-19T00:00:00.000Z";"HR4323900011500128056";"HR01 2301013786-251120-6"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"INGINSPEKT - OPATIJA d.o.o.";"43134493918";"Matulji";;"EUR";"106.25";"R0015 Intelektualne i osobne usluge";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323791 Ostale intelektualne usluge - usluge zaštite na radu";"0133 Ostale opće usluge";"964/1/2";"OBAVLJ. POSL. ZAŠ. NARADU I ZAŠ. OD POŽARA ZA 12/25 ,ID 24 25/0004550";"2025-11-30T00:00:00.000Z";"2025-12-15T00:00:00.000Z";"HR5523600001101879319";"HR00 964-1-2"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"VIDACOMMERC D.O.O.";"31860053829";"LABIN";;"EUR";"564.63";"R0350-50 Uredski materijal i ostali materijalni rashodi";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400016 Održavanje građevina, uređaja i predmeta javne namjene";"4.4.001    4.BORAVIŠNE PRISTOJBE";"322140 Materijal i sredstva za čišćenje i održavanje";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"2832-01-91";"MAT. ZA PSIHOLOŠKEBRANE NA MORSKOM PROSTORU URAPCU - ID 24 25/0004171";"2025-11-27T00:00:00.000Z";"2025-12-29T00:00:00.000Z";"HR3824020061100209622";"HR00 25-0004171"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"FINA FINANCIJSKA AGENCIJA";"85821130368";"ZAGREB";;"EUR";"6.16";"R0218 Ostali nespomenuti rashodi poslovanja";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200001 Zajednički troškovi upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"329990 Ostali nespomenuti rashodi poslovanja";"0112 Financijski i fiskalni poslovi";"25-1125-0753667";"USLUGA ZA 11/2025.E-RAČUN - ID 2637 25/0004549";"2025-11-30T00:00:00.000Z";"2025-12-28T00:00:00.000Z";"HR4223900011100017042";"HR03 256-11258-07536674"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"FINA FINANCIJSKA AGENCIJA";"85821130368";"ZAGREB";;"EUR";"47.81";"R0219 Bankarske usluge i usluge platnog prometa";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200001 Zajednički troškovi upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"343120 Usluge platnog prometa";"0112 Financijski i fiskalni poslovi";"35-1125-0737498";"IZVJEŠTAJ O NAPLATIPRIHODA ZA 11/25 - ID 263825/0004546";"2025-11-30T00:00:00.000Z";"2025-12-26T00:00:00.000Z";"HR4223900011100017042";"HR03 353-11258-07374984"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"ELEKTRA d.o.o.";"53086210999";"LABIN";;"EUR";"1185.00";"R0350-77 Troškovi održavanja  javne rasvjete";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400019 Održavanje javne rasvjete i potrošnja električne energije";"4.6.001    4. KOMUNALNA NAKNADA";"323290 Ostale usluge tekućeg i investicijskog održavanja";"0640 Ulična rasvjeta";"697-10-1";"INV. RAD. JR NA ULAZU UPLOMINSKU ULICU- PARKIRALIŠTE -ID 25/0004489";"2025-11-28T00:00:00.000Z";"2025-12-29T00:00:00.000Z";"HR3324020061100386931";"HR01 12024004-10100697-18"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"JEDINSTVO D.O.O.";"29947239127";"LABIN";;"EUR";"172.95";"R0024 Ostali nespomenuti rashodi poslovanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100002 Redovna djelatnost  ureda gradonačelnika";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"329990 Ostali nespomenuti rashodi poslovanja";"0133 Ostale opće usluge";"1961-23-1";"Roba potrebna za poklonpakete - posjetaGradonačelnikaUdru 25/0004547";"2025-12-03T00:00:00.000Z";"2025-12-19T00:00:00.000Z";"HR4924020061100387225";"HR01 08080-23101961-19"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"JEDINSTVO D.O.O.";"29947239127";"LABIN";;"EUR";"95.28";"R0350-50 Uredski materijal i ostali materijalni rashodi";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400016 Održavanje građevina, uređaja i predmeta javne namjene";"4.4.001    4.BORAVIŠNE PRISTOJBE";"322140 Materijal i sredstva za čišćenje i održavanje";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"32-16-1";"Higijenski materijal zapotrebe održavanjajavnogsanitarnog 25/0004553";"2025-11-10T00:00:00.000Z";"2025-11-25T00:00:00.000Z";"HR4924020061100387225";"HR01 08080-16100032-18"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"REGRES";"           ";"LABIN";;"EUR";"58.33";"R0209 Ostali rashodi za zaposlene";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200001 Zajednički troškovi upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"312110 Bonus za uspješan rad";"0112 Financijski i fiskalni poslovi";"";"REGRES ZA GO 2025";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR6423400091000000013";"HR05 10456-073726"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"REGRES";"           ";"LABIN";;"EUR";"1400.00";"R0209 Ostali rashodi za zaposlene";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200001 Zajednički troškovi upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"312110 Bonus za uspješan rad";"0112 Financijski i fiskalni poslovi";"";"REGRES ZA GO 2025";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR6423400091000000013";"HR05 10456-073726"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU-POZ.527-12";"           ";"LABIN";;"EUR";"72.00";"R0527-12 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0960 Dodatne usluge u obrazovanju";"";"UG-IVANA GRIPARIĆ FAB Za mjesec 11/25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR3224070003140023337";"HR69 40002-19041331726-130"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU-POZ.527-12";"           ";"LABIN";;"EUR";"72.00";"R0527-12 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0960 Dodatne usluge u obrazovanju";"";"UG-JASMINA BELOČ Za mjesec 11/25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR1324070003102657145";"HR69 40002-19041331726-130"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU-POZ.527-12";"           ";"LABIN";;"EUR";"84.00";"R0527-12 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0960 Dodatne usluge u obrazovanju";"";"UG- LEA ČERNJUL Za mjesec 11/25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR7624020063206875599";"HR69 40002-19041331726-130"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"REGRES";"           ";"LABIN";;"EUR";"816.65";"R0209 Ostali rashodi za zaposlene";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200001 Zajednički troškovi upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"312110 Bonus za uspješan rad";"0112 Financijski i fiskalni poslovi";"";"REGRES ZA GO 2025";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR6423400091000000013";"HR05 10456-073726"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU POZ.350-55";"GDPR";"";;"EUR";"500.00";"R0350-55 Usluge čišćenja javnih wc-a";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400016 Održavanje građevina, uređaja i predmeta javne namjene";"4.4.001    4.BORAVIŠNE PRISTOJBE";"323710 Autorski honorari";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"";"UG- HAZEMINA REDŽIĆ Za  11/25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU-POZ.527-12";"           ";"LABIN";;"EUR";"18.00";"R0527-12 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0960 Dodatne usluge u obrazovanju";"";"Porez Za 11/25   - KRŠAN";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR6010010051721712006";"HR68 1945-19041331726-25358"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU POZ.350-55";"GDPR";"";;"EUR";"500.00";"R0350-55 Usluge čišćenja javnih wc-a";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400016 Održavanje građevina, uređaja i predmeta javne namjene";"4.4.001    4.BORAVIŠNE PRISTOJBE";"323710 Autorski honorari";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"";"UG- DENIS ROŽMAN Za  11/25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU-POZ.527-12";"           ";"LABIN";;"EUR";"39.00";"R0527-12 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0960 Dodatne usluge u obrazovanju";"";"Porez  Za 11/25   - LABIN";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR0310010051722212000";"HR68 1945-19041331726-25358"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU POZ.350-55";"GDPR";"";;"EUR";"250.00";"R0350-55 Usluge čišćenja javnih wc-a";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400016 Održavanje građevina, uređaja i predmeta javne namjene";"4.4.001    4.BORAVIŠNE PRISTOJBE";"323710 Autorski honorari";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"";"Porez  Za 11/25   - LABIN";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU POZ.350-55";"GDPR";"";;"EUR";"104.16";"R0350-55 Usluge čišćenja javnih wc-a";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400016 Održavanje građevina, uređaja i predmeta javne namjene";"4.4.001    4.BORAVIŠNE PRISTOJBE";"323710 Autorski honorari";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"";"DOPRINOS ZA OSN. ZDRAVSTVENO OSI 11/25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU-POZ.527-12";"           ";"LABIN";;"EUR";"7.92";"R0527-12 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0960 Dodatne usluge u obrazovanju";"";"DOPRINOS ZA MIO II STUP/11.25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR7610010051700036001";"HR68 2291-19041331726-25358"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU-POZ.527-12";"           ";"LABIN";;"EUR";"23.75";"R0527-12 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0960 Dodatne usluge u obrazovanju";"";"DOPRINOS ZA OSN. ZDRAVSTVENO OSI.11/25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR6510010051550100001";"HR68 8540-19041331726-25358"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU POZ.350-55";"GDPR";"";;"EUR";"138.88";"R0350-55 Usluge čišćenja javnih wc-a";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400016 Održavanje građevina, uređaja i predmeta javne namjene";"4.4.001    4.BORAVIŠNE PRISTOJBE";"323710 Autorski honorari";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"";"DOPRINOS ZA MIO I STUP/11.25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-24T00:00:00.000Z";"UGOVOR O DJELU-POZ.527-12";"           ";"LABIN";;"EUR";"23.75";"R0527-12 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0960 Dodatne usluge u obrazovanju";"";"DOPRINOS ZA MIO I STUP/11.25";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR1210010051863000160";"HR68 8176-19041331726-25358"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"Fizičke osobe";"GDPR";"";"DOM ZA STARIJE OSOBE LABIN";"EUR";"14000.00";"R1100-30 Ostali rashodi za zaposlene";"500       05        53994 DOM ZA STARIJE OSOBE LABIN";"L01 5011A500001 Socijalna zaštita starijih i nemoćnih osoba";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"312130 Darovi";"1020 Starost";"";"";"2025-12-16T00:00:00.000Z";"2025-12-18T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"Fizičke osobe";"GDPR";"";"DOM ZA STARIJE OSOBE LABIN";"EUR";"239.50";"R1100-96 Ostale naknade troškova zaposlenima";"500       05        53994 DOM ZA STARIJE OSOBE LABIN";"L01 5011A500001 Socijalna zaštita starijih i nemoćnih osoba";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"321410 Naknada za korištenje privatnog automobila u službene svrhe";"1020 Starost";"";"";"2025-12-16T00:00:00.000Z";"2025-12-18T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"Fizičke osobe";"GDPR";"";"JAVNA VATROGASNA POSTROJBA LABIN";"EUR";"5950.00";"R0156 Ostali rashodi za zaposlene";"100       03        35837 JAVNA VATROGASNA POSTROJBA LABIN";"L01 1003A100004 Financiranje Javne vatrogasne postrojbe Labin";"5.9.000002 5. POMOĆI - OPĆINE - PRIHODI KORISNIKA GL 02";"312120 Nagrade";"0320 Usluge protupožarne zaštite";"";"";"2025-12-23T00:00:00.000Z";"2025-12-23T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"Fizičke osobe";"GDPR";"";"JAVNA VATROGASNA POSTROJBA LABIN";"EUR";"4550.00";"R0114 Ostali rashodi za zaposlene";"100       03        35837 JAVNA VATROGASNA POSTROJBA LABIN";"L01 1003A100004 Financiranje Javne vatrogasne postrojbe Labin";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"312120 Nagrade";"0320 Usluge protupožarne zaštite";"";"";"2025-12-23T00:00:00.000Z";"2025-12-23T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"Fizičke osobe";"GDPR";"";;"EUR";"14115.00";"R0396 Naknade građanima i kućanstvima u novcu";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5002A500001 Stipendiranje učenika i studenata";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"372150 Stipendije i školarine";"0912 Osnovno obrazovanje";"";"";"2025-12-18T00:00:00.000Z";"2025-12-18T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"Fizičke osobe";"GDPR";"";;"EUR";"760.00";"R0472 Jednokratne novčane pomoći umirovljenicima";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5006A500002 Socijalna zaštita starijih, bolesnih i nemoćnih osoba";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"372190 Ostale naknade iz proračuna u novcu";"1020 Starost";"";"";"2025-12-18T00:00:00.000Z";"2025-12-18T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"Fizičke osobe";"GDPR";"";;"EUR";"118.00";"R0473 Ostale novčane pomoći starijim i nemoćnim osobama";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5006A500002 Socijalna zaštita starijih, bolesnih i nemoćnih osoba";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"372120 Pomoć obiteljima i kućanstvima";"1020 Starost";"";"";"2025-12-18T00:00:00.000Z";"2025-12-18T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"TRIONIS 1 vl. Vedran Ivančević";"55816735642";"LABIN";;"EUR";"200.00";"R1110 Intelektualne i osobne usluge";"600       01 UPRAVNI ODJEL ZA GOSPODARSTVO I EU PROJEKTE";"L01 6001A600006 Iformativna i edukativna potpora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323790 Ostale intelektualne usluge";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"21-1-1";"Usluga osmišljavanja išripreme manifestacije ""Snagazajedni 25/0004448";"2025-12-09T00:00:00.000Z";"2025-12-16T00:00:00.000Z";"HR7724020061140471971";"HR00 21112025"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"HRVATSKI SKIJAŠKI SAVEZ";"72333959658";"ZAGREB";;"EUR";"2562.50";"R1110 Intelektualne i osobne usluge";"600       01 UPRAVNI ODJEL ZA GOSPODARSTVO I EU PROJEKTE";"L01 6001A600006 Iformativna i edukativna potpora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323790 Ostale intelektualne usluge";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"154/1/1";"Predavanje IviceKostelica u sklopu događaja""Snaga zajedniš 25/0004467";"2025-12-10T00:00:00.000Z";"2025-12-17T00:00:00.000Z";"HR1024840081105631098";"HR00 2016-154-10"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"PUBLIC PROCUREMENT SOLUTIONS";"03934152526";"Cestica";;"EUR";"1250.00";"R0276-52 Izrada projektne dokumentacije";"300       01 UPRAVNI ODJEL ZA PROSTORNO UREĐENJE, ZAŠTITU OKOLIŠA I IZDAVANJA AKATA ZA GRADNJU";"L01 3003K300038 Pilot projekt, kod NPOO.C6.1.R5.02.0031 (ranije Obnova i prenamjena zgrade škole Ripenda)";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"426410 Ostala nematerijalna proizvedena imovina";"0620 Razvoj zajednice";"81-1-1";"Usluga poslovnogsavjetovanja iz javne nabave -ID2470 25/0004450";"2025-12-02T00:00:00.000Z";"2025-12-07T00:00:00.000Z";"HR9623600001103151318";"HR00 03122025"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"PRO VITALIS D.O.O.";"11857024889";"Žminj";;"EUR";"33.01";"R0013 Ostale zakupnine i najamnine";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323530 Zakupnine i najamnine za opremu";"0133 Ostale opće usluge";"2143-100-2";"NAJAM APARATA ZA VODUZA 11/2025 - ID 2430 25/0004519";"2025-12-18T00:00:00.000Z";"2025-12-13T00:00:00.000Z";"HR3224840081104964506";"HR00 23600214300"
"GRAD LABIN";"2025-12-23T00:00:00.000Z";"BAZGIN d.o.o.";"84589818455";"PULA";;"EUR";"9193.16";"R0385-01 Instalacija sunčane elektrane-Katuri 17";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4003K400002 Izgradnja komunalne infrastrukture";"4.6.001    4. KOMUNALNA NAKNADA";"421490 Ostali nespomenuti građevinski objekti";"0620 Razvoj zajednice";"137-P1-91";"Radovi na izgradnjielektrane - ID 2632 25/0004522";"2025-12-09T00:00:00.000Z";"2025-12-09T00:00:00.000Z";"HR9623600001102422751";"HR00 4405130133-559"
